player_id,name,match_tier,club_before,club_after,league_before,league_after
247229,Raoul Bellanova,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
231943,Richarlison,id,Tottenham Hotspur,Spurs,Premier League,Premier League
253473,Samuele Ricci,id,AC Milan,Milano FC,Serie A,Serie A Enilive
259233,Ilaix Moriba,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
262925,Adem Zorgane,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
210324,Jonas Hofmann,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
240225,Matvey Safonov,id,Paris Saint-Germain,Paris SG,Ligue 1,Ligue 1 McDonald's
243702,Djed Spence,id,Tottenham Hotspur,Spurs,Premier League,Premier League
205812,Pietro Terracciano,id,AC Milan,Milano FC,Serie A,Serie A Enilive
240740,Callum Hudson-Odoi,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
262088,Hákon Arnar Haraldsson,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
235945,Marc Roca,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
211738,Mark Flekken,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
241602,Jhon Arias,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
211256,Nicolás Tagliafico,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
252935,Leonardo Fernández,id,Peñarol,,Primera División,Libertadores
235844,Edson Álvarez,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
235997,Fran Beltrán,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
239892,Yunus Akgün,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
241436,Calvin Bassey,id,Fulham FC,Fulham,Premier League,Premier League
273463,João Gomes,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
228881,Davide Calabria,id,Panathinaikos FC,Panathinaikos,Super League,Hellas Liga
252259,Enzo Millot,id,Al Ahli SFC,Al Ahli,Pro League,ROSHN Saudi League
206467,Alassane Pléa,id,PSV,,Eredivisie,Eredivisie
234200,Aschraf El Mahdioui,id,Al Taawoun FC,Al Taawoun,Pro League,ROSHN Saudi League
244728,Sem Steijn,id,Feyenoord,,Eredivisie,Eredivisie
256261,Malick Thiaw,id,Newcastle United,Newcastle Utd,Premier League,Premier League
222028,Julian Weigl,id,Al Qadsiah FC,Al Qadsiah,Pro League,ROSHN Saudi League
236792,Tomáš Souček,id,West Ham United,West Ham,Premier League,Premier League
208919,Ryan Gauld,id,Vancouver Whitecaps FC,Whitecaps FC,Major League Soccer,MLS
237328,Nathan Tella,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
74866,André,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
200260,Steven Berghuis,id,Ajax,,Eredivisie,Eredivisie
240690,Nico Gonzalez,id,Atlético Madrid,Atlético de Madrid,La Liga,LALIGA EA SPORTS
252308,Ali Al Musrati,id,Hellas Verona FC,Hellas Verona,Serie A,Serie A Enilive
264348,Soufiane Rahimi,id,Al Ain,Al Ain FC,Pro League,United Emirates League
217998,Cristian Arango,id,San Jose Earthquakes,SJ Earthquakes,Major League Soccer,MLS
240716,Mathías Olivera,id,Napoli,SSC Napoli,Serie A,Serie A Enilive
243057,Neco Williams,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
186146,Danny Welbeck,id,Brighton & Hove Albion,Brighton,Premier League,Premier League
199833,Lars Unnerstall,id,FC Twente,,Eredivisie,Eredivisie
221610,Dénes Dibusz,id,Ferencvárosi Torna Club,Ferencvárosi TC,Nemzeti Bajnokság I,Magyar Liga
242374,Musa Barrow,id,Al Taawoun FC,Al Taawoun,Pro League,ROSHN Saudi League
250789,Dilane Bakwa,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
263139,Dominik Greif,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
208004,Joël Veltman,id,Brighton & Hove Albion,Brighton,Premier League,Premier League
223689,Wout Weghorst,id,Ajax,,Eredivisie,Eredivisie
245388,Jean-Clair Todibo,id,West Ham United,West Ham,Premier League,Premier League
254803,Senne Lammens,id,Manchester United,Man Utd,Premier League,Premier League
265695,Matías Soulé,id,Roma,AS Roma,Serie A,Serie A Enilive
258437,Emanuel Emegha,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
196978,Callum Wilson,id,West Ham United,West Ham,Premier League,Premier League
238756,Jørgen Strand Larsen,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
253444,Arnaud Kalimuendo,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
256325,Josip Šutalo,id,Ajax,,Eredivisie,Eredivisie
253002,Giacomo Raspadori,id,Atlético Madrid,Atlético de Madrid,La Liga,LALIGA EA SPORTS
256420,Malick Fofana,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
224221,Joachim Andersen,id,Fulham FC,Fulham,Premier League,Premier League
279709,Lucas Beraldo,id,Paris Saint-Germain,Paris SG,Ligue 1,Ligue 1 McDonald's
232658,Danilho Doekhi,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
244767,Carlos Vicente,id,Deportivo Alavés,D. Alavés,La Liga,LALIGA EA SPORTS
269087,Leny Yoro,id,Manchester United,Man Utd,Premier League,Premier League
220821,Carl Starfelt,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
255106,Loïc Badé,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
262394,Sam Beukema,id,Napoli,SSC Napoli,Serie A,Serie A Enilive
238160,Merih Demiral,id,Al Ahli SFC,Al Ahli,Pro League,ROSHN Saudi League
234575,Diogo Leite,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
260697,Isak Hien,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
277537,Natan,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
240277,Matteo Gabbia,id,AC Milan,Milano FC,Serie A,Serie A Enilive
210044,Christian Burgess,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
195479,James Tavernier,id,Rangers FC,Rangers,Premiership,Scottish Prem
80170,Wesley,id,Roma,AS Roma,Serie A,Serie A Enilive
241867,Aitor Ruibal,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
234741,Gustavo Hamer,id,Sheffield United,Sheffield Utd,Championship,EFL Championship
241496,Timothy Weah,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
257186,Ardon Jashari,id,AC Milan,Milano FC,Serie A,Serie A Enilive
245637,Georginio Rutter,id,Brighton & Hove Albion,Brighton,Premier League,Premier League
235663,Guus Til,id,PSV,,Eredivisie,Eredivisie
269136,Kobbie Mainoo,id,Manchester United,Man Utd,Premier League,Premier League
257919,Rocco Reitz,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
208364,Clinton Mata,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
225782,Ainsley Maitland-Niles,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
270039,Diego Moreira,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
193105,Alphonse Areola,id,West Ham United,West Ham,Premier League,Premier League
211361,Danilo Cataldi,id,Lazio,Latium,Serie A,Serie A Enilive
272926,Lucas Bergvall,id,Tottenham Hotspur,Spurs,Premier League,Premier League
233934,Aaron Ramsdale,id,Newcastle United,Newcastle Utd,Premier League,Premier League
239810,Nicolas Raskin,id,Rangers FC,Rangers,Premiership,Scottish Prem
167948,Hugo Lloris,id,Los Angeles FC,LAFC,Major League Soccer,MLS
219985,Matías Vecino,id,Lazio,Latium,Serie A,Serie A Enilive
232223,Kostas Tsimikas,id,Roma,AS Roma,Serie A,Serie A Enilive
262880,Raphael Onyedika,id,Club Brugge KV,Club Brugge,Pro League,1A Pro League
241390,Eljif Elmas,id,Napoli,SSC Napoli,Serie A,Serie A Enilive
264001,Oğuz Aydın,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
260466,İsmail Yüksek,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
212442,José Sá,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
219553,Claudio Aquino,id,Colo-Colo,,Primera Division,Libertadores
227928,Nélson Semedo,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
229984,Ben Chilwell,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
257540,Ansgar Knauff,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
178562,Éver Banega,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
227813,Oleksandr Zinchenko,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
224241,Nick Olij,id,PSV,,Eredivisie,Eredivisie
233064,Mason Mount,id,Manchester United,Man Utd,Premier League,Premier League
262745,Neil El Aynaoui,id,Roma,AS Roma,Serie A,Serie A Enilive
270559,Tiago Santos,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
210736,Emerson,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
213296,Nabil Bentaleb,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
233152,Ko Itakura,id,Ajax,,Eredivisie,Eredivisie
234078,Orel Mangala,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
235173,Ibrahim Sangaré,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
270633,Ryan Flamingo,id,PSV,,Eredivisie,Eredivisie
203483,Davy Klaassen,id,Ajax,,Eredivisie,Eredivisie
271800,Yankuba Minteh,id,Brighton & Hove Albion,Brighton,Premier League,Premier League
239254,Berke Özer,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
240787,Hamed Junior Traoré,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
250961,Joshua Zirkzee,id,Manchester United,Man Utd,Premier League,Premier League
252324,Riquelme,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
246618,Adam Hložek,id,TSG 1899 Hoffenheim,TSG Hoffenheim,Bundesliga,Bundesliga
269859,Arthur Vermeeren,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
225085,Jonathan Bamba,id,Chicago Fire,Chicago Fire FC,Major League Soccer,MLS
228010,Hwang In Beom,id,Feyenoord,,Eredivisie,Eredivisie
233630,Hugo Cuypers,id,Chicago Fire,Chicago Fire FC,Major League Soccer,MLS
275208,Guéla Doué,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
240273,Emile Smith Rowe,id,Fulham FC,Fulham,Premier League,Premier League
276471,Altimira,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
204838,Raúl Jiménez,id,Fulham FC,Fulham,Premier League,Premier League
216266,Kenny Tete,id,Fulham FC,Fulham,Premier League,Premier League
220621,Saïd Benrahma,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
216860,Václav Černý,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
245977,Kiril Despodov,id,PAOK,PAOK FC,Super League,Hellas Liga
269701,Nathaniel Brown,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
235642,Ryan Yates,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
198951,Cédric Bakambu,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
268421,Mathys Tel,id,Tottenham Hotspur,Spurs,Premier League,Premier League
205569,James Ward-Prowse,id,West Ham United,West Ham,Premier League,Premier League
247641,Tetê,id,Panathinaikos FC,Panathinaikos,Super League,Hellas Liga
259633,Giannis Konstantelias,id,PAOK,PAOK FC,Super League,Hellas Liga
204529,Michy Batshuayi,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
231352,Tammy Abraham,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
225859,Moussa Niakhaté,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
239367,Robin Hack,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
264432,Abdessamad Ezzalzouli,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
247050,Pavel Šulc,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
201305,Gabriel Paulista,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
232119,Çağlar Söyüncü,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
79402,Igor Jesus,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
225659,Guido Rodríguez,id,West Ham United,West Ham,Premier League,Premier League
251353,Kodjo Fo-Doh Laba,id,Al Ain,Al Ain FC,Pro League,United Emirates League
226777,Cyle Larin,id,Feyenoord,,Eredivisie,Eredivisie
228687,Kasper Dolberg,id,Ajax,,Eredivisie,Eredivisie
162347,João Moutinho,id,Sporting Clube de Braga,SC Braga,Primeira Liga,Liga Portugal
205693,Sébastien Haller,id,FC Utrecht,,Eredivisie,Eredivisie
221491,Nico Elvedi,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
245336,Maximilian Kilman,id,West Ham United,West Ham,Premier League,Premier League
189505,Pedro,id,Lazio,Latium,Serie A,Serie A Enilive
271916,Bryan Zaragoza,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
219581,Samuel Gigot,id,Lazio,Latium,Serie A,Serie A Enilive
199915,Lewis Dunk,id,Brighton & Hove Albion,Brighton,Premier League,Premier League
273752,Wouter Goes,id,AZ Alkmaar,,Eredivisie,Eredivisie
265188,Giorgio Scalvini,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
230965,Nahitan Nández,id,Al Qadsiah FC,Al Qadsiah,Pro League,ROSHN Saudi League
214047,Mateus Uribe,id,Atlético Nacional,Atl. Nacional,Categoría Primera A,Libertadores
229167,Milot Rashica,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
237329,Joe Willock,id,Newcastle United,Newcastle Utd,Premier League,Premier League
222464,Sivera,id,Deportivo Alavés,D. Alavés,La Liga,LALIGA EA SPORTS
202371,Thomas Meunier,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
209620,Rahman Baba,id,PAOK,PAOK FC,Super League,Hellas Liga
176550,David Ospina,id,Atlético Nacional,Atl. Nacional,Categoría Primera A,Libertadores
208250,Anastasios Bakasetas,id,Panathinaikos FC,Panathinaikos,Super League,Hellas Liga
230065,Suat Serdar,id,Hellas Verona FC,Hellas Verona,Serie A,Serie A Enilive
240987,Michael Cooper,id,Sheffield United,Sheffield Utd,Championship,EFL Championship
235432,Marshall Munetsi,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
240507,Angel Gomes,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
246158,Mads Hermansen,id,West Ham United,West Ham,Premier League,Premier League
239978,Dennis Man,id,PSV,,Eredivisie,Eredivisie
237841,Amir Murillo,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
226517,Haris Hajradinović,id,Kasımpaşa SK,Kasımpaşa,Süper Lig,Trendyol Süper Lig
226790,Wilfred Ndidi,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
245597,Víctor Gómez,id,Sporting Clube de Braga,SC Braga,Primeira Liga,Liga Portugal
213956,Adama Traoré,id,Fulham FC,Fulham,Premier League,Premier League
246685,Leif Davis,id,Ipswich Town,Ipswich,Championship,EFL Championship
251116,Tomáš Holeš,id,SK Slavia Praha,Slavia Praha,První liga,Česká Liga
223550,Jonas Omlin,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
242577,Romain Faivre,id,Al Taawoun FC,AFC Bournemouth,Pro League,Premier League
241736,Yann Aurel Bisseck,id,Inter,Lombardia FC,Serie A,Serie A Enilive
223686,Timon Wellenreuther,id,Feyenoord,,Eredivisie,Eredivisie
207790,Kaan Ayhan,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
216065,Marco Sportiello,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
224490,Zeki Çelik,id,Roma,AS Roma,Serie A,Serie A Enilive
262113,Nicola Zalewski,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
227370,Michael Zetterer,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
215502,Bartłomiej Drągowski,id,Panathinaikos FC,Panathinaikos,Super League,Hellas Liga
258168,Jayden Oosterwolde,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
270857,Mateus Fernandes,id,West Ham United,West Ham,Premier League,Premier League
206075,Sam Johnstone,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
215363,Lorenzo Montipò,id,Hellas Verona FC,Hellas Verona,Serie A,Serie A Enilive
264869,Félix Lemaréchal,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
221909,Jindřich Staněk,id,SK Slavia Praha,Slavia Praha,První liga,Česká Liga
222501,Timothy Castagne,id,Fulham FC,Fulham,Premier League,Premier League
266331,Hugo Álvarez,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
205369,Rob Schoofs,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
226671,Federico Fattori,id,Argentinos Juniors,Argentinos Jrs.,Liga Profesional de Fútbol,LPF
204497,Kevin Stöger,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
240953,Nahuel Tenaglia,id,Deportivo Alavés,D. Alavés,La Liga,LALIGA EA SPORTS
245209,Michal Sadílek,id,SK Slavia Praha,Slavia Praha,První liga,Česká Liga
259565,Yoan Bonny,id,Inter,Lombardia FC,Serie A,Serie A Enilive
220710,Harry Wilson,id,Fulham FC,Fulham,Premier League,Premier League
233230,Kevin Mac Allister,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
259399,Rasmus Højlund,id,Napoli,SSC Napoli,Serie A,Serie A Enilive
279027,Javi Rodríguez,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
251223,Ricardo Pepi,id,PSV,,Eredivisie,Eredivisie
199110,Luis Muriel,id,Orlando City SC,Orlando City,Major League Soccer,MLS
226515,Andrei Girotto,id,Al Taawoun FC,Al Taawoun,Pro League,ROSHN Saudi League
235889,Cengiz Ünder,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
239356,Azor Matusiwa,id,Ipswich Town,Ipswich,Championship,EFL Championship
267860,Valentín Gómez,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
242000,Konstantinos Mavropanos,id,West Ham United,West Ham,Premier League,Premier League
251954,Crysencio Summerville,id,West Ham United,West Ham,Premier League,Premier League
70571,Kevin,id,Fulham FC,Fulham,Premier League,Premier League
246548,Osame Sahraoui,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
248729,Gustav Isaksen,id,Lazio,Latium,Serie A,Serie A Enilive
211061,Alexandru Maxim,id,Gaziantep FK,Gaziantep,Süper Lig,Trendyol Süper Lig
232873,Koki Machida,id,TSG 1899 Hoffenheim,TSG Hoffenheim,Bundesliga,Bundesliga
272781,Eliesse Ben Seghir,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
274288,Oscar Gloukh,id,Ajax,,Eredivisie,Eredivisie
207715,Nicolas López,id,Club Nacional de Football,,Primera División,Libertadores
240458,Ander Guevara,id,Deportivo Alavés,D. Alavés,La Liga,LALIGA EA SPORTS
213418,Chuba Akpom,id,Ipswich Town,Ipswich,Championship,EFL Championship
254840,Strahinja Pavlović,id,AC Milan,Milano FC,Serie A,Serie A Enilive
257090,Ismaël Doukouré,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
240453,Sikou Niakaté,id,Sporting Clube de Braga,SC Braga,Primeira Liga,Liga Portugal
256782,Sebastian Nanasi,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
268474,Lorenzo Lucca,id,Napoli,SSC Napoli,Serie A,Serie A Enilive
70726,Anis Hadj-Moussa,id,Feyenoord,,Eredivisie,Eredivisie
232144,Felix Uduokhai,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
239842,Georgios Giakoumakis,id,PAOK,PAOK FC,Super League,Hellas Liga
258139,Raúl Moro,id,Ajax,,Eredivisie,Eredivisie
241585,Igor,id,West Ham United,West Ham,Premier League,Premier League
264492,Yeremay,id,RC Deportivo de La Coruña,RC Deportivo,La Liga 2,LALIGA HYPERMOTION
251616,David Carmo,id,Real Oviedo,R. Oviedo,La Liga,LALIGA EA SPORTS
256008,Morato,id,Nottingham Forest,Nott'm Forest,Premier League,Premier League
275507,Mamadou Sarr,id,RC Strasbourg Alsace,Strasbourg,Ligue 1,Ligue 1 McDonald's
212204,Brandon Mechele,id,Club Brugge KV,Club Brugge,Pro League,1A Pro League
231633,Issa Diop,id,Fulham FC,Fulham,Premier League,Premier League
238621,Rodrigo Becão,id,Fenerbahçe SK,Fenerbahçe,Süper Lig,Trendyol Süper Lig
216199,Patrick Mainka,id,1. FC Heidenheim 1846,Heidenheim,Bundesliga,Bundesliga
237658,Santiago Bueno,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
240900,Unai Núñez,id,Hellas Verona FC,Hellas Verona,Serie A,Serie A Enilive
227550,Diego Viera,id,Libertad,,División Profesional,Libertadores
267430,Nelson Deossa,id,Real Betis Balompié,Real Betis,La Liga,LALIGA EA SPORTS
250941,Derrick Köhn,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
264330,Christos Zafeiris,id,SK Slavia Praha,Slavia Praha,První liga,Česká Liga
230767,Renato Sanches,id,Panathinaikos FC,Panathinaikos,Super League,Hellas Liga
268534,Andy Diouf,id,Inter,Lombardia FC,Serie A,Serie A Enilive
274915,El Hadji Malick Diouf,id,West Ham United,West Ham,Premier League,Premier League
239368,Mitchel Bakker,id,Atalanta,Bergamo Calcio,Serie A,Serie A Enilive
245054,Lee Dong Kyeong,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
235456,Jean-Ricner Bellegarde,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
209289,Kévin Rodrigues,id,Gaziantep FK,Gaziantep,Süper Lig,Trendyol Süper Lig
211908,Günay Güvenç,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
235883,Ryan Sessegnon,id,Fulham FC,Fulham,Premier League,Premier League
239778,Jakub Moder,id,Feyenoord,,Eredivisie,Eredivisie
257771,Josip Juranović,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
226096,Rômulo,id,Chengdu Rongcheng,Chengdu FC,Super League,CSL
228595,Grischa Prömel,id,TSG 1899 Hoffenheim,TSG Hoffenheim,Bundesliga,Bundesliga
193254,Christopher Trimmel,id,1. FC Union Berlin,Union Berlin,Bundesliga,Bundesliga
252293,Ismail Jakobs,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
259584,Matteo Ruggeri,id,Atlético Madrid,Atlético de Madrid,La Liga,LALIGA EA SPORTS
198657,Jonas Svensson,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
234943,Florian Neuhaus,id,Borussia Mönchengladbach,M'gladbach,Bundesliga,Bundesliga
